item_id,target_word,target_level,target_POS,tested_sense_desc,condition,foil_type,foil_subtype,review_priority,ljt_eligibility,sentence_text,syntactic_frame,rationale,known_risks,llm_draft_version
uvlt_4k_t03_i02,slot,4K,noun,"long, thin opening",inappropriate,a_selectional,a_selectional,careful,careful,He dropped a coin into the loud slot.,SVO-PP,slot (-audible opening) + 'loud' (+audible),,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t03_i03,scrap,4K,noun,small unwanted piece,appropriate,NA,,careful,careful,She found a scrap of paper.,SVO-PP,small-unwanted-piece sense forced by 'found a scrap of paper',could go either a or b.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t03_i03,scrap,4K,noun,small unwanted piece,inappropriate,a_selectional,a_selectional,careful,careful,She found a scrap of smile.,SVO-PP,scrap of + 'smile' non-collocate / selectional (scrap of + paper/cloth/food/metal/wood standard; +substance required),could go either a or b.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t04_i01,crust,4K,noun,hard outside part,appropriate,NA,,routine,eligible,The bread had a hard crust.,SVO,hard-outside-part sense forced by 'bread had a hard',,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t04_i01,crust,4K,noun,hard outside part,inappropriate,b_collocation,b_collocation,routine,eligible,The bread had a quick crust.,SVO,crust + 'quick' non-collocate (hard/thick/crispy/golden/bread crust standard),,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t04_i02,verdict,4K,noun,judgment,appropriate,NA,,routine,eligible,The jury gave a fair verdict.,SVO,judgment sense forced by 'jury gave a fair',,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t04_i02,verdict,4K,noun,judgment,inappropriate,b_collocation,b_collocation,routine,eligible,The jury gave a sleepy verdict.,SVO,verdict + 'sleepy' non-collocate (fair/unanimous/guilty/final verdict standard),,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t04_i03,venue,4K,noun,place,appropriate,NA,,routine,eligible,The venue had a beautiful garden.,SVO,place sense forced by 'venue had a beautiful garden' (physical features),,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t04_i03,venue,4K,noun,place,inappropriate,b_collocation,b_collocation,routine,eligible,The venue had a beautiful appetite.,SVO,venue + obj 'appetite' non-collocate; venue has + location/feature/atmosphere/seating standard,,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t05_i01,embassy,4K,noun,government building,appropriate,NA,,routine,eligible,The embassy stands on a busy road.,SV-PP,government-building sense forced by 'stands on busy road',,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t05_i01,embassy,4K,noun,government building,inappropriate,a_selectional,a_selectional,routine,eligible,The embassy eats on a busy road.,SV-PP,embassy (-animate building) + 'eats' (+animate),,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t05_i02,tobacco,4K,noun,plant that is smoked in cigarettes,appropriate,NA,,routine,eligible,Farmers here grow tobacco every summer.,SVO-temporal,smoking-plant sense forced by 'farmers grow',,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t05_i02,tobacco,4K,noun,plant that is smoked in cigarettes,inappropriate,a_selectional,a_selectional,routine,eligible,Farmers here grow angry tobacco every summer.,SVO-temporal,tobacco (-sentient plant) + 'angry' (+sentient),,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t05_i03,alley,4K,noun,small street between buildings,appropriate,NA,,routine,eligible,They walked down the dark alley.,SV-PP,small-street sense forced by 'walked down',,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t05_i03,alley,4K,noun,small street between buildings,inappropriate,a_selectional,a_selectional,routine,eligible,They walked down the talking alley.,SV-PP,alley (-animate) + 'talking' (+animate),,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t06_i01,forbid,4K,verb,do not allow,appropriate,NA,,routine,eligible,Teachers forbid phones in the classroom.,SVO-PP,not-allow sense forced by 'phones in classroom',oddness partly at 'clouds in classroom'. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t06_i01,forbid,4K,verb,do not allow,inappropriate,b_collocation,b_collocation,routine,eligible,Teachers forbid clouds in the classroom.,SVO-PP,forbid + 'clouds' non-collocate in this context (forbid smoking/phones/weapons/running/entry standard),oddness partly at 'clouds in classroom'. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t06_i02,shrink,4K,verb,make smaller,appropriate,NA,,routine,eligible,The cotton shirt will shrink in water.,SV-PP,make-smaller sense forced by 'cotton shirt will shrink in water',bleeds to a. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t06_i02,shrink,4K,verb,make smaller,inappropriate,b_collocation,b_collocation,routine,eligible,The cotton shirt will shrink in silence.,SV-PP,shrink in + 'silence' non-collocate (shrink in water/heat/wash/size standard),bleeds to a. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t06_i03,fling,4K,verb,throw,appropriate,NA,,routine,eligible,He will fling the ball into the yard.,SVO-PP,throw sense forced by 'ball into yard',bleeds into selectional (song -physical). Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t06_i03,fling,4K,verb,throw,inappropriate,b_collocation,b_collocation,routine,eligible,He will fling the song into the yard.,SVO-PP,fling + 'song' as direct obj non-collocate; fling ball/stone/door/bag/hat standard (+physical_object required by direct obj collocation),bleeds into selectional (song -physical). Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t07_i01,weep,4K,verb,cry,appropriate,NA,,routine,eligible,The old men often weep at dawn.,SV-PP,cry sense forced by '+human subjects weep at dawn',could be labeled a. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t07_i01,weep,4K,verb,cry,inappropriate,b_collocation,b_collocation,routine,eligible,The old tables often weep at dawn.,SV-PP,weep's subject 'tables' is non-collocate (weep requires +animate/+sentient),could be labeled a. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t07_i02,disclose,4K,verb,tell,appropriate,NA,,routine,eligible,She disclosed the news very quickly.,SVO-adv,tell sense forced by 'news' + 'quickly',,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t07_i02,disclose,4K,verb,tell,inappropriate,b_collocation,b_collocation,routine,eligible,She disclosed the tree very quickly.,SVO-adv,disclose + 'tree' non-collocate (disclose information/details/news/identity/facts/secrets standard),,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t07_i03,activate,4K,verb,turn on,appropriate,NA,,routine,eligible,Press the button to activate the alarm.,SVO,turn-on sense forced by 'press button to activate alarm',,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t07_i03,activate,4K,verb,turn on,inappropriate,b_collocation,b_collocation,routine,eligible,Press the button to activate the cloud.,SVO,activate + 'cloud' non-collocate (activate alarm/account/system/device/feature standard),,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t08_i01,explode,4K,verb,break into pieces violently,appropriate,NA,,routine,eligible,The bomb exploded in the old car.,SV-PP,break-into-pieces sense forced by 'bomb exploded in the old car',bleeds to a. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t08_i01,explode,4K,verb,break into pieces violently,inappropriate,b_collocation,b_collocation,routine,eligible,The bomb exploded in the loud song.,SV-PP,explode in + 'song' non-collocate; explode in + location standard,bleeds to a. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t08_i02,diminish,4K,verb,get smaller,appropriate,NA,,routine,eligible,His energy diminished after the long walk.,SV-PP,get-smaller sense forced by 'energy diminished after long walk',FAIL-MODE-4 redux. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t08_i02,diminish,4K,verb,get smaller,inappropriate,b_collocation,b_collocation,routine,eligible,His energy diminished after the long bread.,SV-PP,diminished after + 'bread' non-collocate duration/event,FAIL-MODE-4 redux. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t08_i03,transplant,4K,verb,move something to another place,appropriate,NA,,routine,eligible,Doctors transplanted the heart on Tuesday.,SVO-temporal,move-to-another-place sense forced by 'doctors' + 'heart',,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t08_i03,transplant,4K,verb,move something to another place,inappropriate,b_collocation,b_collocation,routine,eligible,Doctors transplanted the story on Tuesday.,SVO-temporal,transplant + 'story' non-collocate (transplant heart/kidney/liver/organ/tree standard),,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t09_i01,adjacent,4K,adjective,beside,appropriate,NA,,routine,eligible,The shop is adjacent to the bank.,SVC-PP,beside sense forced by 'shop is adjacent to bank' (+physical),bleeds into selectional. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t09_i01,adjacent,4K,adjective,beside,inappropriate,a_selectional,b_collocation,routine,eligible,The shop is adjacent to the dream.,SVC-PP,adjacent to + 'dream' (-physical) non-collocate; adjacent to + physical location standard,bleeds into selectional. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t09_i02,sane,4K,adjective,not crazy,appropriate,NA,,routine,eligible,The doctor said he was sane.,SVO-complement,not-crazy sense forced by 'doctor said he was',ungrammatical coordination. Revise.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t09_i02,sane,4K,adjective,not crazy,inappropriate,a_selectional,a_selectional,routine,eligible,The doctor said he was sane bread.,SVO-complement,sane + 'bread' — sane requires +mind_capable; 'bread' -mind,ungrammatical coordination. Revise.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t09_i03,swift,4K,adjective,quick,appropriate,NA,,routine,eligible,The swift horse won the race.,SVO,quick sense forced by 'swift horse' + 'won race',bleeds to selectional (idea can't win race). Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t09_i03,swift,4K,adjective,quick,inappropriate,a_selectional,b_collocation,routine,eligible,The swift idea won the race.,SVO,swift + 'idea' non-collocate (swift reply/action/response/movement/horse/river standard),bleeds to selectional (idea can't win race). Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t10_i01,credible,4K,adjective,believable,appropriate,NA,,routine,eligible,His story seemed credible at first.,SVC,believable sense forced by 'story' (+proposition) + 'seemed',could be mod-N selectional. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t10_i01,credible,4K,adjective,believable,inappropriate,a_selectional,a_selectional,routine,eligible,His pizza seemed credible at first.,SVC,"'pizza' (+food) + 'credible' is oddness of modifier-head pair, but pizza can't be credible",could be mod-N selectional. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t10_i02,greasy,4K,adjective,oily,appropriate,NA,,routine,eligible,The greasy food made her sick.,SVO,oily sense forced by 'food' + 'made her sick',synesthesia rescue risk. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t10_i02,greasy,4K,adjective,oily,inappropriate,a_selectional,a_selectional,routine,eligible,The greasy sound made her sick.,SVO,greasy requires +substance/+tactile; 'sound' is -substance,synesthesia rescue risk. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t10_i03,abnormal,4K,adjective,unusual,appropriate,NA,,routine,eligible,The abnormal test result surprised her.,SVO,unusual sense forced by 'test result' medical context,,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t10_i03,abnormal,4K,adjective,unusual,inappropriate,a_selectional,b_collocation,routine,eligible,The abnormal sunset surprised her.,SVO,abnormal + 'sunset' non-collocate (abnormal behavior/result/growth/level/cell/reading standard),,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t01_i01,mustache,5K,noun,hair on your upper lip,appropriate,NA,,routine,eligible,His mustache was long and black.,SVC,upper-lip-hair sense forced by 'long and black',,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t01_i01,mustache,5K,noun,hair on your upper lip,inappropriate,a_selectional,a_selectional,routine,eligible,His mustache was long and angry.,SVC,mustache (-animate body part) + 'angry' (+sentient) violates animacy of predicate,,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t01_i02,paradise,5K,noun,perfect place,appropriate,NA,,routine,eligible,This island feels like a paradise.,SVC,perfect-place sense forced by 'island feels like',,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t01_i02,paradise,5K,noun,perfect place,inappropriate,a_selectional,a_selectional,routine,eligible,This island feels like a sleeping paradise.,SVC,paradise (+place) + 'sleeping' (+animate) violates animacy,,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t01_i03,pastry,5K,noun,small baked food,appropriate,NA,,routine,eligible,She baked a sweet pastry today.,SVO,baked-food sense forced by 'baked a sweet',,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t01_i03,pastry,5K,noun,small baked food,inappropriate,a_selectional,a_selectional,routine,eligible,She baked a loud pastry today.,SVO,pastry (-audible) + 'loud' (+audible required),,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t02_i01,vase,5K,noun,container for cut flowers,appropriate,NA,,routine,eligible,She put flowers in the vase.,SVO-PP,flower-container sense forced by 'put flowers in',could slide to a. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t02_i01,vase,5K,noun,container for cut flowers,inappropriate,b_collocation,b_collocation,routine,eligible,She put flowers in the loud vase.,SVO-PP,vase + 'loud' non-collocate (tall/small/crystal/glass/empty/broken vase standard),could slide to a. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t02_i02,chord,5K,noun,group of musical notes that are played at the same time,appropriate,NA,,routine,eligible,She played a beautiful chord softly.,SVO-adv,musical-notes sense forced by 'played a beautiful',bleeds to a. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t02_i02,chord,5K,noun,group of musical notes that are played at the same time,inappropriate,b_collocation,b_collocation,routine,eligible,She played a talking chord softly.,SVO-adv,chord + 'talking' non-collocate (beautiful/major/minor/final/opening/sad chord standard),bleeds to a. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t02_i03,rectangle,5K,noun,shape with two long and two short sides,appropriate,NA,,routine,eligible,She drew a large rectangle carefully.,SVO-adv,shape sense forced by 'drew a large',bleeds to a. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t02_i03,rectangle,5K,noun,shape with two long and two short sides,inappropriate,b_collocation,b_collocation,routine,eligible,She drew a talking rectangle carefully.,SVO-adv,rectangle + 'talking' non-collocate (large/small/long/thin/perfect/blue rectangle standard),bleeds to a. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t03_i01,lime,5K,noun,green fruit,appropriate,NA,,routine,eligible,He squeezed a fresh green lime.,SVO,green-fruit sense forced by 'squeezed a fresh green',,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t03_i01,lime,5K,noun,green fruit,inappropriate,a_selectional,a_selectional,routine,eligible,He squeezed a fresh talking lime.,SVO,lime (-animate fruit) + 'talking' (+animate),,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t03_i02,hum,5K,noun,"low, constant sound",appropriate,NA,,routine,eligible,The hum of the engine stopped.,SV,low-constant-sound sense forced by 'hum of the engine',,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t03_i02,hum,5K,noun,"low, constant sound",inappropriate,a_selectional,a_selectional,routine,eligible,The hum of the engine cried.,SV,hum (-animate sound) + 'cried' (+animate),,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t03_i03,pork,5K,noun,meat from pigs,appropriate,NA,,routine,eligible,They cooked pork for the party.,SVO-PP,pig-meat sense forced by 'cooked pork for party',,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t03_i03,pork,5K,noun,meat from pigs,inappropriate,a_selectional,a_selectional,routine,eligible,They cooked talking pork for the party.,SVO-PP,pork (-animate meat) + 'talking' (+animate),,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t04_i01,perfume,5K,noun,liquid that is made to smell nice,appropriate,NA,,routine,eligible,She wore a sweet perfume tonight.,SVO-temporal,nice-smelling-liquid sense forced by 'wore a sweet',bleeds to a. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t04_i01,perfume,5K,noun,liquid that is made to smell nice,inappropriate,b_collocation,b_collocation,routine,eligible,She wore a loud perfume tonight.,SVO-temporal,perfume + 'loud' non-collocate (sweet/strong/expensive/French/heavy/light perfume standard),bleeds to a. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t04_i02,wizard,5K,noun,man who has magical powers,appropriate,NA,,routine,eligible,The wizard cast a long spell.,SVO (app); SVO-adv (inapp 8 words),magic-user sense forced by 'wizard cast a spell',FAIL-MODE-4 risk remains at spell-modifier. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t04_i02,wizard,5K,noun,man who has magical powers,inappropriate,b_collocation,b_collocation,routine,eligible,The wizard cast a sleeping spell carefully.,SVO (app); SVO-adv (inapp 8 words),wizard + 'sleeping' mod; typical: wizard casts/performs/uses spell — sleeping modifier nonstandard,FAIL-MODE-4 risk remains at spell-modifier. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t04_i03,sanctuary,5K,noun,safe place,appropriate,NA,,routine,eligible,This small church feels like a sanctuary.,SVC,safe-place sense forced by 'church feels like',bleeds to a (sanctuary = quiet by definition). Good foil because conflicts with core meaning.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t04_i03,sanctuary,5K,noun,safe place,inappropriate,b_collocation,b_collocation,routine,eligible,This small church feels like a loud sanctuary.,SVC,sanctuary + 'loud' non-collocate (safe/quiet/peaceful/bird/wildlife sanctuary standard),bleeds to a (sanctuary = quiet by definition). Good foil because conflicts with core meaning.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t05_i01,altitude,5K,noun,height,appropriate,NA,,routine,eligible,The plane reached a very high altitude.,SVO,height sense forced by 'plane reached a very high',,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t05_i01,altitude,5K,noun,height,inappropriate,a_selectional,a_selectional,routine,eligible,The plane reached a very happy altitude.,SVO,altitude (-sentient measure) + 'happy' (+sentient),,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t05_i02,robe,5K,noun,kind of clothing,appropriate,NA,,routine,eligible,She wore a long white robe.,SVO,clothing sense forced by 'wore a long white',,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t05_i02,robe,5K,noun,kind of clothing,inappropriate,a_selectional,a_selectional,routine,eligible,She wore a long talking robe.,SVO,robe (-animate clothing) + 'talking' (+animate),,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t05_i03,pirate,5K,noun,person who attacks ships,appropriate,NA,,routine,eligible,The pirate attacked the small ship.,SVO,ship-attacker sense forced by 'pirate attacked' + 'ship',,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t05_i03,pirate,5K,noun,person who attacks ships,inappropriate,a_selectional,a_selectional,routine,eligible,The pirate melted the small ship.,SVO,oddness at pirate+melted; pirate (+animate) + 'melted' (+substance process) violates agent selection,,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t06_i01,notify,5K,verb,announce,appropriate,NA,,routine,eligible,Please notify the staff about this change.,SVO-PP,announce sense forced by 'notify the staff about this change',,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t06_i01,notify,5K,verb,announce,inappropriate,b_collocation,b_collocation,routine,eligible,Please notify the staff about this sunset.,SVO-PP,notify about + 'sunset' non-collocate (notify about change/decision/meeting/delay/problem standard),,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t06_i02,intrude,5K,verb,enter without permission,appropriate,NA,,routine,eligible,He intruded into their private meeting.,SV-PP,enter-without-permission sense forced by 'intruded into' + 'private meeting',bleeds to a (cookie -enterable). Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t06_i02,intrude,5K,verb,enter without permission,inappropriate,b_collocation,b_collocation,routine,eligible,He intruded into their private cookie.,SV-PP,intrude into + 'cookie' non-collocate (intrude into privacy/meeting/life/conversation/space standard),bleeds to a (cookie -enterable). Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t06_i03,erase,5K,verb,remove,appropriate,NA,,routine,eligible,She erased the old notes carefully.,SVO-adv,remove sense forced by 'erased the old notes',,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t06_i03,erase,5K,verb,remove,inappropriate,b_collocation,b_collocation,routine,eligible,She erased the old storms carefully.,SVO-adv,erase + 'storms' non-collocate (erase notes/memories/data/mark/name/board standard),,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t07_i01,shred,5K,verb,cut or tear into small pieces,appropriate,NA,,routine,eligible,He shredded the old papers quickly.,SVO-adv,tear-into-pieces sense forced by 'shredded the old papers',bleeds to a/metaphor (shred dreams idiom). Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t07_i01,shred,5K,verb,cut or tear into small pieces,inappropriate,b_collocation,b_collocation,routine,eligible,He shredded the old dreams quickly.,SVO-adv,shred + 'dreams' non-collocate in physical sense (shred paper/document/cheese/cabbage standard),bleeds to a/metaphor (shred dreams idiom). Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t07_i02,expire,5K,verb,end,appropriate,NA,,routine,eligible,Her visa expired last month already.,SV-temporal,end sense forced by 'visa expired last month',could be labeled a (song -temporal-limited). Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t07_i02,expire,5K,verb,end,inappropriate,b_collocation,b_collocation,routine,eligible,Her song expired last month already.,SV-temporal,expire + subject 'song' non-collocate (visa/contract/passport/license/membership/food expires standard),could be labeled a (song -temporal-limited). Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t07_i03,meditate,5K,verb,think deeply,appropriate,NA,,routine,eligible,She meditated quietly in her room.,SV-adv-PP,think-deeply sense forced by 'quietly in her room',bleeds to a (meditate -loud-compatible). Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t07_i03,meditate,5K,verb,think deeply,inappropriate,b_collocation,b_collocation,routine,eligible,She meditated loudly in her room.,SV-adv-PP,meditate + 'loudly' non-collocate (meditate quietly/silently/deeply/alone/daily standard),bleeds to a (meditate -loud-compatible). Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t08_i01,ignite,5K,verb,catch fire,appropriate,NA,,routine,eligible,The spark ignited the old newspaper.,SVO,catch-fire sense forced by 'spark ignited old newspaper',metaphor rescue: 'ignite a dream' idiom. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t08_i01,ignite,5K,verb,catch fire,inappropriate,b_collocation,b_collocation,routine,eligible,The spark ignited the old dream.,SVO,ignite + direct obj 'dream' in literal sense non-collocate (ignite paper/fire/gas/fuel/wood standard),metaphor rescue: 'ignite a dream' idiom. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t08_i02,swap,5K,verb,exchange,appropriate,NA,,routine,eligible,They swapped seats during the movie.,SVO-PP,exchange sense forced by 'swapped seats during movie',,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t08_i02,swap,5K,verb,exchange,inappropriate,b_collocation,b_collocation,routine,eligible,They swapped clouds during the movie.,SVO-PP,swap + direct obj 'clouds' non-collocate (swap seats/places/stories/numbers/gifts/jobs standard),,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t08_i03,pierce,5K,verb,go into or through something,appropriate,NA,,routine,eligible,The sharp nail pierced his old shoe.,SVO,go-through sense forced by 'sharp nail pierced his old shoe',bleeds to a. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t08_i03,pierce,5K,verb,go into or through something,inappropriate,b_collocation,b_collocation,routine,eligible,The sharp nail pierced his old song.,SVO,pierce + 'song' (-physical) non-collocate (pierce skin/ear/hole/heart/shoe standard),bleeds to a. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t09_i01,tranquil,5K,adjective,calm and quiet,appropriate,NA,,routine,eligible,The tranquil lake glowed in moonlight.,SV-PP,calm-and-quiet sense forced by 'lake' + 'glowed',oddness lies in argument-glowed pair too. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t09_i01,tranquil,5K,adjective,calm and quiet,inappropriate,a_selectional,a_selectional,routine,eligible,The tranquil argument glowed in moonlight.,SV-PP,"tranquil requires +peaceful_entity/+place; 'argument' is +conflict, contradicts core meaning",oddness lies in argument-glowed pair too. Flag.,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t09_i02,bald,5K,adjective,having no hair,appropriate,NA,,routine,eligible,The bald man waved at us.,SV-PP,no-hair sense forced by +human subj 'man' + 'waved',,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t09_i02,bald,5K,adjective,having no hair,inappropriate,a_selectional,a_selectional,routine,eligible,The bald rainbow waved at us.,SV-PP,bald requires +hair-capable body surface; 'rainbow' -physical-body,,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t09_i03,moist,5K,adjective,slightly wet,appropriate,NA,,routine,eligible,The moist cake tasted very good.,SVC,slightly-wet sense forced by 'cake' + 'tasted',,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t09_i03,moist,5K,adjective,slightly wet,inappropriate,a_selectional,a_selectional,routine,eligible,The moist idea tasted very good.,SVC,moist requires +substance; 'idea' -substance,,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t10_i01,tame,5K,adjective,not dangerous,appropriate,NA,,routine,eligible,The tame fox came closer quietly.,SV-adv,not-dangerous sense forced by 'fox came closer',,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t10_i01,tame,5K,adjective,not dangerous,inappropriate,a_selectional,a_selectional,routine,eligible,The tame number came closer quietly.,SV-adv,tame requires +animal; 'number' -animal,,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t10_i03,prudent,5K,adjective,using good judgment,appropriate,NA,,routine,eligible,His prudent choice saved the family.,SVO,using-good-judgment sense forced by 'choice saved the family',,claude-opus-drafting-v1-2026-04-19
uvlt_5k_t10_i03,prudent,5K,adjective,using good judgment,inappropriate,a_selectional,a_selectional,routine,eligible,His prudent carrot saved the family.,SVO,prudent requires +agent/+decision; 'carrot' -agent,,claude-opus-drafting-v1-2026-04-19
